z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
13,11,24Al,0,2.053,s,0.004,εp,0.0016,0.0003,-1.07E+4,1.94E+1
13,11,24Al,0.4258,130.7,ms,1.1,ECa,0.028,0.006,-1.07E+4,1.94E+1
13,11,24Al,0.4258,130.7,ms,1.1,EC+B+,29.4,2.3,-1.07E+4,1.94E+1
13,11,24Al,0.4258,130.7,ms,1.1,IT,70.6,2.3,-1.07E+4,1.94E+1
13,12,25Al,0,7.1666,s,0.0025,ε+β+,100,,-1.27E+4,1.00E+1
13,10,23Al,0,447,ms,36,εp,1.04,0.03,-1.72E+4,5.00E+2
13,10,23Al,0,447,ms,36,ε+β+,100,,-1.72E+4,5.00E+2
13,15,28Al,0,2.2483,m,0.0009,β⁻,100,,4.64E+3,4.86E-2
13,16,29Al,0,6.56,m,0.06,β⁻,100,,3.68E+3,3.44E-1
13,13,26Al,0,7.17e+05,y,1.71e+04,ε+β+,100,,-5.06E+3,8.49E-2
13,13,26Al,0.228305,6.34603,s,0.00054,EC+B+,100,,-5.06E+3,8.49E-2
13,19,32Al,0,31.7,ms,0.3,β⁻,100,,1.29E+4,7.17
13,19,32Al,0,31.7,ms,0.3,β⁻n,0.7,0.5,1.29E+4,7.17
13,17,30Al,0,3.61,s,0.04,β⁻,100,,8.56E+3,1.93
13,18,31Al,0,0.644,s,0.025,β⁻,100,,7.99E+3,2.23
13,18,31Al,0,0.644,s,0.025,β⁻n,1.6,,7.99E+3,2.23
14,30,44Si,0,,,,β⁻,100,,1.82E+4,6.40E+2
14,30,44Si,0,,,,β⁻n,,,1.82E+4,6.40E+2
14,30,44Si,0,,,,β⁻2n,,,1.82E+4,6.40E+2
14,12,26Si,0,2.2452,s,0.0009,ε+β+,100,,-1.81E+4,1.96E+2
14,13,27Si,0,4.111,s,0.002,ε+β+,100,,-1.17E+4,9.00
14,10,24Si,0,141.4,ms,1.2,εp,32.4,1.1,-2.32E+4,5.01E+2
14,10,24Si,0,141.4,ms,1.2,ε+β+,100,,-2.32E+4,5.01E+2
14,11,25Si,0,219.2,ms,+1.3-1.1,εp,35,2,-1.63E+4,4.00E+2
14,11,25Si,0,219.2,ms,+1.3-1.1,ε+β+,100,,-1.63E+4,4.00E+2
14,17,31Si,0,157.24,m,0.16,β⁻,100,,1.49E+3,4.34E-2
14,18,32Si,0,163.3,y,6.2,β⁻,100,,2.27E+2,3.00E-1
14,19,33Si,0,6.17,s,0.17,β⁻,100,,5.82E+3,1.29
14,23,37Si,0,141,ms,5,β⁻n,17,13,1.24E+4,1.19E+2
14,23,37Si,0,141,ms,5,β⁻,100,,1.24E+4,1.19E+2
14,23,37Si,0,141,ms,5,β⁻2n,,,1.24E+4,1.19E+2
14,24,38Si,0,63,ms,8,β⁻,100,,1.04E+4,1.27E+2
14,24,38Si,0,63,ms,8,β⁻n,25,10,1.04E+4,1.27E+2
14,21,35Si,0,0.78,s,0.12,β⁻,100,,1.04E+4,3.59E+1
14,21,35Si,0,0.78,s,0.12,β⁻n,5.3,,1.04E+4,3.59E+1
14,22,36Si,0,503,ms,2,β⁻,100,,7.81E+3,7.29E+1
14,22,36Si,0,503,ms,2,β⁻n,12.4,4.6,7.81E+3,7.29E+1
14,27,41Si,0,20,ms,2.5,β⁻n,,,1.81E+4,3.23E+2
14,27,41Si,0,20,ms,2.5,β⁻,100,,1.81E+4,3.23E+2
14,27,41Si,0,20,ms,2.5,β⁻2n,,,1.81E+4,3.23E+2
14,28,42Si,0,15,ms,1.4,β⁻,100,,1.57E+4,3.15E+2
14,28,42Si,0,15,ms,1.4,β⁻n,,,1.57E+4,3.15E+2
14,28,42Si,0,15,ms,1.4,β⁻2n,,,1.57E+4,3.15E+2
14,25,39Si,0,38.7,ms,1.2,β⁻n,33,5,1.50E+4,1.76E+2
14,25,39Si,0,38.7,ms,1.2,β⁻,100,,1.50E+4,1.76E+2
14,25,39Si,0,38.7,ms,1.2,β⁻2n,,,1.50E+4,1.76E+2
14,26,40Si,0,30.3,ms,2.7,β⁻n,38,5,1.38E+4,1.47E+2
14,26,40Si,0,30.3,ms,2.7,β⁻,100,,1.38E+4,1.47E+2
14,26,40Si,0,30.3,ms,2.7,β⁻2n,,,1.38E+4,1.47E+2
14,20,34Si,0,2.77,s,0.2,β⁻,100,,4.55E+3,1.13
14,29,43Si,0,13,ms,5,β⁻,100,,1.92E+4,5.00E+2
14,29,43Si,0,13,ms,5,β⁻n,,,1.92E+4,5.00E+2
14,29,43Si,0,13,ms,5,β⁻2n,,,1.92E+4,5.00E+2
14,9,23Si,0,47,ms,1,ε+β+,100,,,
14,9,23Si,0,47,ms,1,εp,81.8,1.1,,
14,9,23Si,0,47,ms,1,ε3p,0.029,,,
14,9,23Si,0,47,ms,1,ε2p,7.73,0.35,,
14,8,22Si,0,28.4,ms,1.1,ε+β+,100,,,
14,8,22Si,0,28.4,ms,1.1,εp,67,12,,
14,8,22Si,0,28.4,ms,1.1,ε2p,0.8,0.3,,
15,25,40P,0,150,ms,8,β⁻n,15.8,2.1,1.46E+4,8.37E+1
15,25,40P,0,150,ms,8,β⁻,100,,1.46E+4,8.37E+1
15,25,40P,0,150,ms,8,β⁻2n,,,1.46E+4,8.37E+1
15,24,39P,0,204,ms,39,β⁻,100,,1.03E+4,1.23E+2
15,24,39P,0,204,ms,39,β⁻n,26,8,1.03E+4,1.23E+2
15,23,38P,0,640,ms,140,β⁻,100,,1.22E+4,7.29E+1
15,23,38P,0,640,ms,140,β⁻n,12,5,1.22E+4,7.29E+1
15,22,37P,0,2.31,s,0.13,β⁻,100,,7.90E+3,3.79E+1
15,22,37P,0,2.31,s,0.13,β⁻n,,,7.90E+3,3.79E+1
15,29,44P,0,18.2,ms,0.8,β⁻n,75,8,2.03E+4,4.00E+2
15,29,44P,0,18.2,ms,0.8,β⁻,100,,2.03E+4,4.00E+2
15,29,44P,0,18.2,ms,0.8,β⁻2n,,,2.03E+4,4.00E+2
15,28,43P,0,36.5,ms,1.5,β⁻n,100,,1.72E+4,3.00E+2
15,28,43P,0,36.5,ms,1.5,β⁻,100,,1.72E+4,3.00E+2
15,28,43P,0,36.5,ms,1.5,β⁻2n,,,1.72E+4,3.00E+2
15,27,42P,0,48.5,ms,1.5,β⁻n,50,20,1.87E+4,9.50E+1
15,27,42P,0,48.5,ms,1.5,β⁻,100,,1.87E+4,9.50E+1
15,27,42P,0,48.5,ms,1.5,β⁻2n,,,1.87E+4,9.50E+1
15,26,41P,0,101,ms,5,β⁻n,30,10,1.40E+4,1.20E+2
15,26,41P,0,101,ms,5,β⁻,100,,1.40E+4,1.20E+2
15,26,41P,0,101,ms,5,β⁻2n,,,1.40E+4,1.20E+2
15,21,36P,0,5.6,s,0.3,β⁻,100,,1.04E+4,1.31E+1
15,21,36P,0,5.6,s,0.3,β⁻n,,,1.04E+4,1.31E+1
15,20,35P,0,47.3,s,0.7,β⁻,100,,3.98E+3,1.86
15,32,47P,0,,,,β⁻,100,,2.16E+4,7.21E+2
15,32,47P,0,,,,β⁻n,,,2.16E+4,7.21E+2
15,32,47P,0,,,,β⁻2n,,,2.16E+4,7.21E+2
15,31,46P,0,,,,β⁻,100,,2.22E+4,6.40E+2
15,31,46P,0,,,,β⁻n,,,2.22E+4,6.40E+2
15,31,46P,0,,,,β⁻2n,,,2.22E+4,6.40E+2
15,30,45P,0,24,ms,11,β⁻,100,,1.93E+4,5.83E+2
15,30,45P,0,24,ms,11,β⁻n,,,1.93E+4,5.83E+2
15,30,45P,0,24,ms,11,β⁻2n,,,1.93E+4,5.83E+2
15,14,29P,0,4.1022,s,0.0056,ε+β+,100,,-1.38E+4,1.30E+1
15,13,28P,0,270.3,ms,0.5,εɑ,0.00086,0.00025,-1.12E+4,1.60E+2
15,13,28P,0,270.3,ms,0.5,ε+β+,100,,-1.12E+4,1.60E+2
15,13,28P,0,270.3,ms,0.5,εp,0.0013,0.0004,-1.12E+4,1.60E+2
15,12,27P,0,260,ms,80,εp,0.07,,-1.81E+4,4.00E+2
15,12,27P,0,260,ms,80,ε+β+,100,,-1.81E+4,4.00E+2
15,11,26P,0,43.6,ms,0.3,ε+β+,100,,-1.67E+4,6.31E+2
15,11,26P,0,43.6,ms,0.3,εp,35.2,1.6,-1.67E+4,6.31E+2
15,11,26P,0,43.6,ms,0.3,ε2p,1.99,0.29,-1.67E+4,6.31E+2
15,18,33P,0,25.35,d,0.11,β⁻,100,,2.48E+2,1.09
15,17,32P,0,14.267,d,0.006,β⁻,100,,1.71E+3,4.00E-2
15,15,30P,0,2.5,m,0.002,ε+β+,100,,-6.14E+3,1.95E-1
15,10,25P,0,38,ns,<,p,100,,,
15,19,34P,0,12.43,s,0.08,β⁻,100,,5.38E+3,8.11E-1
16,33,49S,0,,,,β⁻,100,,1.96E+4,7.07E+2
16,33,49S,0,,,,β⁻n,,,1.96E+4,7.07E+2
16,33,49S,0,,,,β⁻2n,,,1.96E+4,7.07E+2
16,32,48S,0,,,,β⁻,100,,1.66E+4,7.07E+2
16,32,48S,0,,,,β⁻n,,,1.66E+4,7.07E+2
16,32,48S,0,,,,β⁻2n,,,1.66E+4,7.07E+2
16,31,47S,0,,,,β⁻,100,,1.67E+4,4.47E+2
16,31,47S,0,,,,β⁻n,,,1.67E+4,4.47E+2
16,31,47S,0,,,,β⁻2n,,,1.67E+4,4.47E+2
16,30,46S,0,50,ms,8,β⁻,100,,1.43E+4,4.11E+2
16,30,46S,0,50,ms,8,β⁻n,,,1.43E+4,4.11E+2
16,30,46S,0,50,ms,8,β⁻2n,,,1.43E+4,4.11E+2
16,15,31S,0,2.5534,s,0.0018,ε+β+,100,,-1.20E+4,3.45
16,14,30S,0,1.17976,s,0.00055,ε+β+,100,,-1.87E+4,2.38E+1
16,13,29S,0,188,ms,4,εp,47,5,-1.71E+4,1.89E+2
16,13,29S,0,188,ms,4,ε+β+,100,,-1.71E+4,1.89E+2
16,12,28S,0,125,ms,10,εp,20.7,2,-2.41E+4,5.25E+2
16,12,28S,0,125,ms,10,ε+β+,100,,-2.41E+4,5.25E+2
16,19,35S,0,87.35,d,0.07,β⁻,100,,1.67E+2,2.57E-2
16,11,27S,0,16.3,ms,0.2,ε+β+,100,,,
16,11,27S,0,16.3,ms,0.2,εp,61,3,,
16,11,27S,0,16.3,ms,0.2,ε2p,3,0.6,,
16,10,26S,0,79,ns,<,p,,,,
16,26,42S,0,1.016,s,0.013,β⁻,100,,7.19E+3,5.96E+1
16,26,42S,0,1.016,s,0.013,β⁻n,1,,7.19E+3,5.96E+1
16,25,41S,0,2.6,s,1.4,β⁻,100,,8.29E+3,6.88E+1
16,25,41S,0,2.6,s,1.4,β⁻n,,,8.29E+3,6.88E+1
16,24,40S,0,8.8,s,2.2,β⁻,100,,4.71E+3,3.23E+1
16,23,39S,0,11.5,s,0.5,β⁻,100,,6.63E+3,5.00E+1
16,29,45S,0,68,ms,2,β⁻n,54,10,1.49E+4,3.29E+2
16,29,45S,0,68,ms,2,β⁻,100,,1.49E+4,3.29E+2
16,29,45S,0,68,ms,2,β⁻2n,,,1.49E+4,3.29E+2
16,28,44S,0,124.5,ms,2.3,β⁻,100,,1.12E+4,8.57E+1
16,28,44S,0,124.5,ms,2.3,β⁻n,29,6,1.12E+4,8.57E+1
16,27,43S,0,265,ms,13,β⁻,100,,1.19E+4,6.20E+1
16,27,43S,0,265,ms,13,β⁻n,40,10,1.19E+4,6.20E+1
16,22,38S,0,170.3,m,0.7,β⁻,100,,2.93E+3,7.17
16,21,37S,0,5.05,m,0.02,β⁻,100,,4.86E+3,1.96E-1
17,28,45Cl,0,413,ms,25,β⁻,100,,1.15E+4,1.36E+2
17,28,45Cl,0,413,ms,25,β⁻n,24,4,1.15E+4,1.36E+2
17,29,46Cl,0,232,ms,2,β⁻n,60,9,1.60E+4,9.72E+1
17,29,46Cl,0,232,ms,2,β⁻,100,,1.60E+4,9.72E+1
17,29,46Cl,0,232,ms,2,β⁻2n,,,1.60E+4,9.72E+1
17,24,41Cl,0,38.4,s,0.8,β⁻,100,,5.76E+3,6.87E+1
17,25,42Cl,0,6.8,s,0.3,β⁻,100,,9.59E+3,5.98E+1
17,25,42Cl,0,6.8,s,0.3,β⁻n,,,9.59E+3,5.98E+1
17,26,43Cl,0,3.13,s,0.09,β⁻,100,,7.85E+3,6.20E+1
17,26,43Cl,0,3.13,s,0.09,β⁻n,,,7.85E+3,6.20E+1
17,27,44Cl,0,542,ms,108,β⁻,100,,1.21E+4,8.55E+1
17,27,44Cl,0,542,ms,108,β⁻n,8,,1.21E+4,8.55E+1
17,21,38Cl,0,37.236,m,0.012,β⁻,100,,4.91E+3,2.18E-1
17,21,38Cl,0.671365,715,ms,3,IT,100,,4.91E+3,2.18E-1
17,22,39Cl,0,56.2,m,0.6,β⁻,100,,3.44E+3,5.29
17,23,40Cl,0,1.33,m,0.03,β⁻,100,,7.48E+3,3.20E+1
17,35,52Cl,0,,,,β⁻,100,,2.37E+4,9.22E+2
17,35,52Cl,0,,,,β⁻n,,,2.37E+4,9.22E+2
17,35,52Cl,0,,,,β⁻2n,,,2.37E+4,9.22E+2
17,31,48Cl,0,,,,β⁻,100,,1.80E+4,5.00E+2
17,31,48Cl,0,,,,β⁻n,,,1.80E+4,5.00E+2
17,31,48Cl,0,,,,β⁻2n,,,1.80E+4,5.00E+2
17,32,49Cl,0,,,,β⁻,100,,1.78E+4,5.65E+2
17,32,49Cl,0,,,,β⁻n,,,1.78E+4,5.65E+2
17,32,49Cl,0,,,,β⁻2n,,,1.78E+4,5.65E+2
17,33,50Cl,0,,,,β⁻,100,,2.09E+4,6.40E+2
17,33,50Cl,0,,,,β⁻n,,,2.09E+4,6.40E+2
17,33,50Cl,0,,,,β⁻2n,,,2.09E+4,6.40E+2
17,34,51Cl,0,,,,β⁻,100,,2.07E+4,8.06E+2
17,34,51Cl,0,,,,β⁻n,,,2.07E+4,8.06E+2
17,34,51Cl,0,,,,β⁻2n,,,2.07E+4,8.06E+2
17,30,47Cl,0,101,ms,6,β⁻n,3,,1.57E+4,2.00E+2
17,30,47Cl,0,101,ms,6,β⁻,100,,1.57E+4,2.00E+2
17,30,47Cl,0,101,ms,6,β⁻2n,,,1.57E+4,2.00E+2
17,17,34Cl,0,1.5265,s,0.0004,ε+β+,100,,-6.06E+3,6.31E-2
17,17,34Cl,0.14636000000000002,31.99,m,0.03,IT,44.6,0.6,-6.06E+3,6.31E-2
17,17,34Cl,0.14636000000000002,31.99,m,0.03,EC+B+,55.4,0.6,-6.06E+3,6.31E-2
17,19,36Cl,0,3.07e+05,y,1.54e+03,β⁻,98.1,0.1,7.09E+2,4.49E-2
17,19,36Cl,0,3.07e+05,y,1.54e+03,ε+β+,1.9,0.1,7.09E+2,4.49E-2
17,13,30Cl,0,30,ns,<,p,100,,-1.73E+4,1.80E+2
17,14,31Cl,0,190,ms,1,εp,2.4,0.2,-1.83E+4,2.00E+2
17,14,31Cl,0,190,ms,1,ε+β+,100,,-1.83E+4,2.00E+2
17,15,32Cl,0,299.1,ms,1.0,εɑ,0.054,0.008,-1.11E+4,1.85
17,15,32Cl,0,299.1,ms,1.0,ε+β+,100,,-1.11E+4,1.85
17,15,32Cl,0,299.1,ms,1.0,εp,0.026,0.005,-1.11E+4,1.85
17,16,33Cl,0,2.506,s,0.0022,ε+β+,100,,-1.16E+4,5.59E-1
17,11,28Cl,0,,,,p,100,,,
17,12,29Cl,0,20,ns,<,p,100,,-2.39E+4,4.78E+2
18,36,54Ar,0,,,,β⁻,100,,1.77E+4,8.94E+2
18,36,54Ar,0,,,,β⁻n,,,1.77E+4,8.94E+2
18,36,54Ar,0,,,,β⁻2n,,,1.77E+4,8.94E+2
18,32,50Ar,0,105,ms,6,β⁻n,37,7,1.24E+4,5.00E+2
18,32,50Ar,0,105,ms,6,β⁻,100,,1.24E+4,5.00E+2
18,32,50Ar,0,105,ms,6,β⁻2n,,,1.24E+4,5.00E+2
18,33,51Ar,0,,,,β⁻,100,,1.60E+4,4.00E+2
18,33,51Ar,0,,,,β⁻n,,,1.60E+4,4.00E+2
18,33,51Ar,0,,,,β⁻2n,,,1.60E+4,4.00E+2
18,34,52Ar,0,,,,β⁻,100,,1.57E+4,6.01E+2
18,34,52Ar,0,,,,β⁻n,,,1.57E+4,6.01E+2
18,34,52Ar,0,,,,β⁻2n,,,1.57E+4,6.01E+2
18,35,53Ar,0,,,,β⁻,100,,1.90E+4,7.08E+2
18,35,53Ar,0,,,,β⁻n,,,1.90E+4,7.08E+2
18,35,53Ar,0,,,,β⁻2n,,,1.90E+4,7.08E+2
18,30,48Ar,0,416,ms,16,β⁻,100,,9.92E+3,1.67E+1
18,30,48Ar,0,416,ms,16,β⁻n,38,6,9.92E+3,1.67E+1
18,31,49Ar,0,236,ms,8,β⁻n,29,6,1.25E+4,4.00E+2
18,31,49Ar,0,236,ms,8,β⁻,100,,1.25E+4,4.00E+2
18,31,49Ar,0,236,ms,8,β⁻2n,,,1.25E+4,4.00E+2
18,19,37Ar,0,35.01,d,0.02,ε,100,,-6.14E+3,2.27E-1
18,14,32Ar,0,98,ms,2,εp,35.58,0.22,-2.41E+4,4.00E+2
18,14,32Ar,0,98,ms,2,ε+β+,100,,-2.41E+4,4.00E+2
18,15,33Ar,0,173,ms,2,εp,38.7,1,-1.69E+4,2.00E+2
18,15,33Ar,0,173,ms,2,ε+β+,100,,-1.69E+4,2.00E+2
18,16,34Ar,0,846.46,ms,0.35,ε+β+,100,,-1.71E+4,1.96E+2
18,17,35Ar,0,1.7754,s,0.001,ε+β+,100,,-1.18E+4,8.51E-1
18,11,29Ar,0,,,,2p,100,,,
18,12,30Ar,0,10,ps,<,2p,100,,,
18,13,31Ar,0,15,ms,0.3,ε3p,0.07,0.02,-2.29E+4,3.61E+2
18,13,31Ar,0,15,ms,0.3,εɑ,0.03,,-2.29E+4,3.61E+2
18,13,31Ar,0,15,ms,0.3,εp,68.3,0.3,-2.29E+4,3.61E+2
18,13,31Ar,0,15,ms,0.3,ε2p,8.9,0.2,-2.29E+4,3.61E+2
18,13,31Ar,0,15,ms,0.3,2p,0.0006,,-2.29E+4,3.61E+2
18,13,31Ar,0,15,ms,0.3,ε+β+,100,,-2.29E+4,3.61E+2
18,29,47Ar,0,1.23,s,0.03,β⁻,100,,1.03E+4,1.84
18,29,47Ar,0,1.23,s,0.03,β⁻n,0.2,,1.03E+4,1.84
18,25,43Ar,0,5.37,m,0.06,β⁻,100,,4.56E+3,5.32
18,26,44Ar,0,11.87,m,0.05,β⁻,100,,3.10E+3,1.63
18,27,45Ar,0,21.48,s,0.15,β⁻,100,,6.84E+3,7.31E-1
18,28,46Ar,0,8.4,s,0.5,β⁻,100,,5.64E+3,2.43
18,21,39Ar,0,268,y,8,β⁻,100,,5.65E+2,5.00
18,23,41Ar,0,109.61,m,0.04,β⁻,100,,2.49E+3,3.47E-1
18,24,42Ar,0,32.9,y,11.0,β⁻,100,,5.99E+2,5.77
19,40,59K,0,,,,β⁻,100,,2.29E+4,1.00E+3
19,40,59K,0,,,,β⁻n,,,2.29E+4,1.00E+3
19,40,59K,0,,,,β⁻2n,,,2.29E+4,1.00E+3
19,27,46K,0,96.31,s,0.078,β⁻,100,,7.72E+3,2.34
19,26,45K,0,17.79,m,0.43,β⁻,100,,4.19E+3,6.36E-1
19,29,48K,0,6.8,s,0.2,β⁻,100,,1.19E+4,7.73E-1
19,29,48K,0,6.8,s,0.2,β⁻n,1.14,0.15,1.19E+4,7.73E-1
19,28,47K,0,17.38,s,0.03,β⁻,100,,6.63E+3,2.62
19,23,42K,0,12.359,h,0.004,β⁻,100,,3.52E+3,1.82E-1
19,25,44K,0,22.13,m,0.19,β⁻,100,,5.68E+3,5.30E-1
19,24,43K,0,22.28,h,0.11,β⁻,100,,1.83E+3,4.68E-1
19,21,40K,0,1.25e+09,y,3.00e+06,β⁻,89.28,0.11,1.31E+3,5.96E-2
19,21,40K,0,1.25e+09,y,3.00e+06,ε+β+,10.72,0.11,1.31E+3,5.96E-2
19,38,57K,0,,,,β⁻,100,,2.06E+4,7.21E+2
19,38,57K,0,,,,β⁻n,,,2.06E+4,7.21E+2
19,38,57K,0,,,,β⁻2n,,,2.06E+4,7.21E+2
19,37,56K,0,,,,β⁻,100,,2.14E+4,6.50E+2
19,37,56K,0,,,,β⁻n,,,2.14E+4,6.50E+2
19,37,56K,0,,,,β⁻2n,,,2.14E+4,6.50E+2
19,34,53K,0,30,ms,5,β⁻n,75,10,1.70E+4,1.20E+2
19,34,53K,0,30,ms,5,β⁻2n,10,,1.70E+4,1.20E+2
19,34,53K,0,30,ms,5,β⁻,100,,1.70E+4,1.20E+2
19,33,52K,0,110,ms,4,β⁻n,74,9,1.71E+4,3.35E+1
19,33,52K,0,110,ms,4,β⁻2n,2.3,0.3,1.71E+4,3.35E+1
19,33,52K,0,110,ms,4,β⁻,100,,1.71E+4,3.35E+1
19,36,55K,0,,,,β⁻,100,,1.91E+4,5.25E+2
19,36,55K,0,,,,β⁻n,,,1.91E+4,5.25E+2
19,36,55K,0,,,,β⁻2n,,,1.91E+4,5.25E+2
19,35,54K,0,10,ms,5,β⁻,100,,2.00E+4,4.03E+2
19,35,54K,0,10,ms,5,β⁻n,,,2.00E+4,4.03E+2
19,35,54K,0,10,ms,5,β⁻2n,,,2.00E+4,4.03E+2
19,30,49K,0,1.26,s,0.05,β⁻,100,,1.16E+4,8.20E-1
19,30,49K,0,1.26,s,0.05,β⁻n,86,9,1.16E+4,8.20E-1
19,32,51K,0,365,ms,5,β⁻n,65,6,1.38E+4,1.30E+1
19,32,51K,0,365,ms,5,β⁻,100,,1.38E+4,1.30E+1
19,32,51K,0,365,ms,5,β⁻2n,,,1.38E+4,1.30E+1
19,31,50K,0,472,ms,4,β⁻n,29,3,1.38E+4,7.89
19,31,50K,0,472,ms,4,β⁻,100,,1.38E+4,7.89
19,31,50K,0,472,ms,4,β⁻2n,,,1.38E+4,7.89
19,19,38K,0,7.645,m,0.02,ε+β+,100,,-6.74E+3,6.26E-2
19,19,38K,0.13022,924.4,ms,0.21,IT,0.033,0.0043,-6.74E+3,6.26E-2
19,19,38K,0.13022,924.4,ms,0.21,EC+B+,99.967,0.0043,-6.74E+3,6.26E-2
19,16,35K,0,178,ms,8,εp,0.37,0.15,-1.63E+4,2.00E+2
19,16,35K,0,178,ms,8,ε+β+,100,,-1.63E+4,2.00E+2
19,18,37K,0,1.23647,s,0.00041,ε+β+,100,,-1.16E+4,6.41E-1
19,17,36K,0,341,ms,3,εɑ,0.0034,0.0013,-1.09E+4,4.00E+1
19,17,36K,0,341,ms,3,ε+β+,100,,-1.09E+4,4.00E+1
19,17,36K,0,341,ms,3,εp,0.048,0.014,-1.09E+4,4.00E+1
19,12,31K,0,0.01,ns,<,3p,100,,,
20,39,59Ca,0,,,,β⁻,100,,1.66E+4,6.50E+2
20,39,59Ca,0,,,,β⁻n,,,1.66E+4,6.50E+2
20,39,59Ca,0,,,,β⁻2n,,,1.66E+4,6.50E+2
20,38,58Ca,0,,,,β⁻,100,,1.39E+4,5.35E+2
20,38,58Ca,0,,,,β⁻n,,,1.39E+4,5.35E+2
20,38,58Ca,0,,,,β⁻2n,,,1.39E+4,5.35E+2
20,37,57Ca,0,,,,β⁻,100,,1.48E+4,4.38E+2
20,37,57Ca,0,,,,β⁻n,,,1.48E+4,4.38E+2
20,37,57Ca,0,,,,β⁻2n,,,1.48E+4,4.38E+2
20,36,56Ca,0,11,ms,2,β⁻,100,,1.20E+4,3.60E+2
20,36,56Ca,0,11,ms,2,β⁻n,,,1.20E+4,3.60E+2
20,36,56Ca,0,11,ms,2,β⁻2n,,,1.20E+4,3.60E+2
20,35,55Ca,0,22,ms,2,β⁻,100,,1.21E+4,1.71E+2
20,35,55Ca,0,22,ms,2,β⁻n,,,1.21E+4,1.71E+2
20,35,55Ca,0,22,ms,2,β⁻2n,,,1.21E+4,1.71E+2
20,34,54Ca,0,90,ms,8,β⁻,100,,9.27E+3,5.04E+1
20,34,54Ca,0,90,ms,8,β⁻n,,,9.27E+3,5.04E+1
20,33,53Ca,0,461,ms,90,β⁻,100,,9.38E+3,4.72E+1
20,33,53Ca,0,461,ms,90,β⁻n,40,10,9.38E+3,4.72E+1
20,32,52Ca,0,4.6,s,0.3,β⁻,100,,6.25E+3,3.14
20,32,52Ca,0,4.6,s,0.3,β⁻n,2,,6.25E+3,3.14
20,31,51Ca,0,10,s,0.8,β⁻,100,,6.91E+3,2.56
20,31,51Ca,0,10,s,0.8,β⁻n,,,6.91E+3,2.56
20,30,50Ca,0,13.45,s,0.07,β⁻,100,,4.94E+3,2.97
20,40,60Ca,0,,,,β⁻,100,,1.55E+4,8.60E+2
20,40,60Ca,0,,,,β⁻n,,,1.55E+4,8.60E+2
20,40,60Ca,0,,,,β⁻2n,,,1.55E+4,8.60E+2
20,19,39Ca,0,860.3,ms,0.8,ε+β+,100,,-1.31E+4,2.40E+1
20,18,38Ca,0,443.77,ms,0.25,ε+β+,100,,-1.78E+4,2.00E+2
20,17,37Ca,0,181,ms,0.9,εp,72,1.6,-1.69E+4,3.00E+2
20,17,37Ca,0,181,ms,0.9,ε+β+,100,,-1.69E+4,3.00E+2
20,16,36Ca,0,100.8,ms,1.3,εp,51.2,1,-2.26E+4,3.03E+2
20,16,36Ca,0,100.8,ms,1.3,ε+β+,100,,-2.26E+4,3.03E+2
20,15,35Ca,0,25.7,ms,0.2,ε+β+,100,,-2.19E+4,4.47E+2
20,15,35Ca,0,25.7,ms,0.2,εp,95.9,1.4,-2.19E+4,4.47E+2
20,15,35Ca,0,25.7,ms,0.2,ε2p,4.1,0.6,-2.19E+4,4.47E+2
20,29,49Ca,0,8.718,m,0.006,β⁻,100,,5.26E+3,2.27
20,28,48Ca,0,5.60e+19,y,1.40e+19-1.10e+19,2β⁻,,,2.79E+2,4.94
20,28,48Ca,0,5.60e+19,y,1.40e+19-1.10e+19,β⁻,,,2.79E+2,4.94
20,27,47Ca,0,4.536,d,0.002,β⁻,100,,1.99E+3,1.18
20,25,45Ca,0,162.61,d,0.09,β⁻,100,,2.60E+2,7.37E-1
20,21,41Ca,0,9.94e+04,y,1.50e+03,ε,100,,-6.49E+3,1.55E-1
21,29,50Sc,0,102.5,s,0.5,β⁻,100,,6.89E+3,2.51
21,29,50Sc,0.256895,0.35,s,0.03,B-,1,,6.89E+3,2.51
21,29,50Sc,0.256895,0.35,s,0.03,IT,99,,6.89E+3,2.51
21,28,49Sc,0,57.2,m,0.15,β⁻,100,,2.00E+3,2.26
21,27,48Sc,0,43.71,h,0.08,β⁻,100,,3.98E+3,4.94
21,26,47Sc,0,3.3491,d,0.0006,β⁻,100,,6.00E+2,1.92
21,25,46Sc,0,83.808,d,0.029,β⁻,100,,2.36E+3,6.66E-1
21,25,46Sc,0.142528,18.746,s,0.04,IT,100,,2.36E+3,6.66E-1
21,24,45Sc,0.012400000000000001,325.8,ms,4.2,IT,100,,-2.06E+3,5.08E-1
21,23,44Sc,0,4.042,h,0.0024,ε+β+,100,,-2.67E+2,1.88
21,23,44Sc,0.27124000000000004,58.62,h,0.09,IT,98.77,0.01,-2.67E+2,1.88
21,23,44Sc,0.27124000000000004,58.62,h,0.09,EC+B+,1.23,0.01,-2.67E+2,1.88
21,22,43Sc,0,3.891,h,0.012,ε+β+,100,,-6.87E+3,6.01
21,21,42Sc,0,680.79,ms,0.28,ε+β+,100,,-7.01E+3,2.23E-1
21,21,42Sc,0.616771,61.7,s,0.3,EC+B+,100,,-7.01E+3,2.23E-1
21,20,41Sc,0,596.3,ms,1.7,ε+β+,100,,-1.29E+4,2.79E+1
